0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.6177642374411315,0.5569596768462267,0.4333071682315199,0.4333071682315199,0.3097069055525553,0.3097069055525553,0.3097069055525553,0.3097069055525553,0.21189138534558866,0.21189138534558866,0.21189138534558866,0.21189138534558866,0.21189138534558866,0.21189138534558866,0.21189138534558866,0.21189138534558866,0.21189138534558866,0.21189138534558866,0.21189138534558866,0.21189138534558866
0.3833259389999647,0.3833259389999647,0.3833259389999647,0.3833259389999647,0.3833259389999647,0.3833259389999647,0.3833259389999647,0.3833259389999647,0.3833259389999647,0.3833259389999647,0.3833259389999647,0.3833259389999647,0.3833259389999647,0.3833259389999647,0.3833259389999647,0.3833259389999647,0.3833259389999647,0.3833259389999647,0.3833259389999647,0.3833259389999647
0.42136803439293563,0.42136803439293563,0.30970690555255664,0.30970690555255664,0.30970690555255664,0.30970690555255664,0.30970690555255664,0.30970690555255664,0.30970690555255664,0.30970690555255664,0.30970690555255664,0.30970690555255664,0.30970690555255664,0.30970690555255664,0.30970690555255664,0.30970690555255664,0.30970690555255664,0.30970690555255664,0.30970690555255664,0.30970690555255664
0.4333071682315163,0.25555062599997586,0.25555062599997586,0.25555062599997586,0.2347382389307866,0.2347382389307866,0.2347382389307866,0.1564921592871917,0.1564921592871917,0.1564921592871917,0.1564921592871917,0.1564921592871917,0.1564921592871917,0.1564921592871917,0.1564921592871917,0.1564921592871917,0.1564921592871917,0.1564921592871917,0.1564921592871917,0.1564921592871917
0.6177642374411326,0.5091008480344412,0.5091008480344412,0.5091008480344412,0.36977654587270725,0.36977654587270725,0.36977654587270725,0.36977654587270725,0.36977654587270725,0.36977654587270725,0.36977654587270725,0.36977654587270725,0.36977654587270725,0.36977654587270725,0.36977654587270725,0.36977654587270725,0.36977654587270725,0.36977654587270725,0.36977654587270725,0.36977654587270725
0.5569596768462259,0.5569596768462259,0.5569596768462259,0.5569596768462259,0.5569596768462259,0.5569596768462259,0.5569596768462259,0.5569596768462259,0.5569596768462259,0.5569596768462259,0.5569596768462259,0.5569596768462259,0.5569596768462259,0.5569596768462259,0.5569596768462259,0.5569596768462259,0.5569596768462259,0.5569596768462259,0.5569596768462259,0.5569596768462259
0.7915368672682882,0.5660460787473975,0.5660460787473975,0.39641248358604364,0.39641248358604364,0.39641248358604364,0.39641248358604364,0.39641248358604364,0.39641248358604364,0.39641248358604364,0.39641248358604364,0.39641248358604364,0.39641248358604364,0.39641248358604364,0.39641248358604364,0.39641248358604364,0.39641248358604364,0.39641248358604364,0.39641248358604364,0.39641248358604364
0.27479120088102066,0.27479120088102066,0.27479120088101655,0.27479120088101655,0.27479120088101655,0.27479120088101655,0.27479120088101655,0.27479120088101655,0.27479120088101655,0.27479120088101655,0.27479120088101655,0.27479120088101655,0.27479120088101655,0.27479120088101655,0.27479120088101655,0.27479120088101655,0.27479120088101655,0.27479120088101655,0.27479120088101655,0.27479120088101655
0.3964124835860459,0.3964124835860459,0.3964124835860459,0.3697765458727083,0.3697765458727083,0.3697765458727083,0.3697765458727083,0.3697765458727083,0.3697765458727083,0.3697765458727083,0.3697765458727083,0.3697765458727083,0.3697765458727083,0.3697765458727083,0.3697765458727083,0.3697765458727083,0.3697765458727083,0.3697765458727083,0.3697765458727083,0.3697765458727083
0.7381720390150773,0.5477225575051688,0.5477225575051688,0.5477225575051688,0.5477225575051688,0.5477225575051688,0.5477225575051688,0.5477225575051688,0.30970690555255304,0.30970690555255304,0.30970690555255304,0.30970690555255304,0.30970690555255304,0.30970690555255304,0.30970690555255304,0.30970690555255304,0.30970690555255304,0.30970690555255304,0.30970690555255304,0.30970690555255304
